"id","givenName","familyName","middleName","unaccentedGivenName","unaccentedFamilyName","unaccentedMiddleName","nickName","honorificPrefix","honorificSuffix","honorificTitle","birthYear","deathYear","congresses"
"S000320","Richard","Shelby","C.","Richard","Shelby","C.",,,,,"1934",,"[{""position"":""Representative"",""congressNumber"":96,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":97,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":100,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":101,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":102,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":103,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""AL"",""parties"":[""Republican""],""electionCirca"":false}]"
"S001191","Kyrsten","Sinema",,"Kyrsten","Sinema",,,,,,"1976",,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""AZ"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""AZ"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""AZ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""AZ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""AZ"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""AZ"",""parties"":[""Independent""],""electionCirca"":false}]"
"S001203","Tina","Smith",,"Tina","Smith",,,,,,"1958",,"[{""position"":""Senator"",""congressNumber"":115,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""MN"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""MN"",""parties"":[""Democrat""],""electionCirca"":false}]"
"S000770","Deborah","Stabenow","Ann","Deborah","Stabenow","Ann",,,,,"1950",,"[{""position"":""Representative"",""congressNumber"":106,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""MI"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""MI"",""parties"":[""Democrat""],""electionCirca"":false}]"
"S001202","Luther","Strange","Johnson","Luther","Strange","Johnson",,,"III",,"1953",,"[{""position"":""Senator"",""congressNumber"":115,""stateName"":""AL"",""parties"":[""Republican""]}]"
"S001198","Daniel","Sullivan","Scott","Daniel","Sullivan","Scott",,,,,"1964",,"[{""position"":""Senator"",""congressNumber"":114,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""AK"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""AK"",""parties"":[""Republican""],""electionCirca"":false}]"
"T000464","Jon","Tester",,"Jon","Tester",,,,,,"1956",,"[{""position"":""Senator"",""congressNumber"":113,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""MT"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""MT"",""parties"":[""Democrat""],""electionCirca"":false}]"
"T000250","John","Thune",,"John","Thune",,,,,,"1961",,"[{""position"":""Representative"",""congressNumber"":105,""stateName"":""SD"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""SD"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""SD"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""SD"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""SD"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""SD"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""SD"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""SD"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""SD"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""SD"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""SD"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""SD"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""SD"",""parties"":[""Republican""],""electionCirca"":false}]"
"T000476","Thomas","Tillis","Roland","Thomas","Tillis","Roland","Thom",,,,"1960",,"[{""position"":""Senator"",""congressNumber"":114,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false}]"
"T000461","Patrick","Toomey","Joseph","Patrick","Toomey","Joseph",,,,,"1961",,"[{""position"":""Representative"",""congressNumber"":106,""stateName"":""PA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""PA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""PA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""PA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""PA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""PA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""PA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""PA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""PA"",""parties"":[""Republican""],""electionCirca"":false}]"
"T000278","Thomas","Tuberville","Hawley","Thomas","Tuberville","Hawley","Tommy",,,,"1954",,"[{""position"":""Senator"",""congressNumber"":117,""stateName"":""AL"",""parties"":[""Republican""],""electionDate"":""2020-11-03"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""AL"",""parties"":[""Republican""],""electionCirca"":false}]"
"U000039","Thomas","Udall",,"Thomas","Udall",,"Tom",,,,"1948",,"[{""position"":""Senator"",""congressNumber"":111,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""NM"",""parties"":[""Democrat""]}]"
"V000128","Christopher","Van Hollen",,"Christopher","Van Hollen",,,,,,"1959",,"[{""position"":""Representative"",""congressNumber"":109,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""MD"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""MD"",""parties"":[""Democrat""],""electionCirca"":false}]"
"V000137","James","Vance","David","James","Vance","David","J.D.",,,,"1984",,"[{""position"":""Senator"",""congressNumber"":118,""stateName"":""OH"",""parties"":[""Republican""],""electionCirca"":false}]"
"V000127","David","Vitter",,"David","Vitter",,,,,,"1961",,"[{""position"":""Representative"",""congressNumber"":106,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""LA"",""parties"":[""Republican""]}]"
"W000805","Mark","Warner","R.","Mark","Warner","R.",,,,,"1954",,"[{""position"":""Senator"",""congressNumber"":113,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""VA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""VA"",""parties"":[""Democrat""],""electionCirca"":false}]"
"W000790","Raphael","Warnock","Gamaliel","Raphael","Warnock","Gamaliel",,,,,"1969",,"[{""position"":""Senator"",""congressNumber"":117,""stateName"":""GA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""GA"",""parties"":[""Democrat""],""electionCirca"":false}]"
"W000817","Elizabeth","Warren",,"Elizabeth","Warren",,,,,,"1949",,"[{""position"":""Senator"",""congressNumber"":113,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false}]"
"W000802","Sheldon","Whitehouse",,"Sheldon","Whitehouse",,,,,,"1955",,"[{""position"":""Senator"",""congressNumber"":110,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""RI"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""RI"",""parties"":[""Democrat""],""electionCirca"":false}]"
